row_id,date_hour,day,hourly_wage_cost
1206,"2024-07-29 12:00",Monday,69.300
1207,"2024-07-29 13:00",Monday,69.300
1208,"2024-07-29 14:00",Monday,69.300
1209,"2024-07-30 07:00",Tuesday,69.300
1210,"2024-07-30 08:00",Tuesday,69.300
1211,"2024-07-30 09:00",Tuesday,69.300
1212,"2024-07-30 10:00",Tuesday,69.300
1213,"2024-07-30 11:00",Tuesday,67.500
1214,"2024-07-30 12:00",Tuesday,67.500
1215,"2024-07-30 13:00",Tuesday,67.500
1216,"2024-07-30 14:00",Tuesday,69.300
1217,"2024-07-31 07:00",Wednesday,67.500
1218,"2024-07-31 08:00",Wednesday,67.500
1219,"2024-07-31 09:00",Wednesday,67.500
1220,"2024-07-31 10:00",Wednesday,67.500
1221,"2024-07-31 11:00",Wednesday,67.500
1222,"2024-07-31 12:00",Wednesday,67.500
1223,"2024-07-31 13:00",Wednesday,67.500
1224,"2024-07-31 14:00",Wednesday,67.500
1225,"2024-08-01 07:00",Thursday,69.300
1226,"2024-08-01 08:00",Thursday,69.300
1227,"2024-08-01 09:00",Thursday,69.300
1228,"2024-08-01 10:00",Thursday,69.300
1229,"2024-08-01 11:00",Thursday,67.500
1230,"2024-08-01 12:00",Thursday,67.500
1231,"2024-08-01 13:00",Thursday,67.500
1232,"2024-08-01 14:00",Thursday,67.500
1233,"2024-08-02 07:00",Friday,67.500
1234,"2024-08-02 08:00",Friday,67.500
1235,"2024-08-02 09:00",Friday,67.500
1236,"2024-08-02 10:00",Friday,69.300
1237,"2024-08-02 11:00",Friday,69.300
1238,"2024-08-02 12:00",Friday,69.300
1239,"2024-08-02 13:00",Friday,69.300
1240,"2024-08-02 14:00",Friday,69.300
1241,"2024-08-03 07:00",Saturday,79.950
1242,"2024-08-03 08:00",Saturday,79.950
1243,"2024-08-03 09:00",Saturday,79.950
1244,"2024-08-03 10:00",Saturday,79.950
1245,"2024-08-03 11:00",Saturday,79.950
1246,"2024-08-03 12:00",Saturday,79.950
1247,"2024-08-03 13:00",Saturday,79.950
1248,"2024-08-03 14:00",Saturday,79.950
1249,"2024-08-05 07:00",Monday,53.300
1250,"2024-08-05 08:00",Monday,53.300
1251,"2024-08-05 09:00",Monday,53.300
1252,"2024-08-05 10:00",Monday,53.300
1253,"2024-08-05 11:00",Monday,53.300
1254,"2024-08-05 12:00",Monday,53.300
1255,"2024-08-05 13:00",Monday,53.300
1256,"2024-08-05 14:00",Monday,53.300
